,Eligibility,Frequency,Arrangements,Costs,Privacy,doc
390,"All employees whose functions allow for it can engage in telework. This includes those with childcare constraints or who are considered ""fragile"" (Article 1).
- F","Telework is allowed for the duration of the health crisis, with a weekly limit of 35 hours. No JRTT (Reduction of Working Time) rights are acquired during these periods (Article 1).
- A","Telework arrangements are established through a company-wide organization. Employees are given flexibility to manage their time according to professional and personal constraints (Article 1).
- C","The document does not mention any specific coverage of costs associated with telework.
- P","The document does not explicitly address the right to disconnect or privacy provisions for teleworkers.

Confidence: 90%",T04520002254-44457204400014
391,"- Telework is available to all employees of CGI France SAS who are under a permanent contract, fixed-term contract, or apprenticeship contract, and have completed 20 days of work on-site.
- Employees must have an activity compatible with the quality of the service and the functioning of their team, and have a stable internet connection.
- Contrats en alternance will be closely monitored for integration and teamwork.

F","- Telework is allowed up to 3 days per week, with a minimum of 2 days on-site per week.
- The number of days can be different for each employee, depending on their missions and the needs of the service.

A","- Telework arrangements are established through an outlet provided for this purpose, without the need for a contractual amendment.
- The manager and employee must agree on the days and hours of telework.
- The manager is responsible for the organization of the team and can refuse, suspend, or stop telework.

C","- The document does not mention any coverage of costs associated with telework.

P","- The document does not mention provisions for the right to disconnect and the privacy of the worker.

Note: The document does not mention specific topics such as the process for establishing telework arrangements, the coverage of costs associated with telework, or provisions for the right to disconnect and the privacy of the worker.",T09221027665-70204275500109
392,"- Eligible workers are those with CDI or CDD contracts, who have completed their probationary period, have at least 4 months of seniority, and work full-time or part-time with a minimum of 80% of a full-time contract.
- The nature of the job must be compatible with telework, meaning it can be performed temporarily outside the company's premises without affecting the service's operation.
- The employee must have a suitable home environment for telework, as per articles 8.3 and 8.4 of the document.

*","- Telework is allowed one day per week, with the possibility of an additional occasional day, subject to manager approval.
- The day of telework is fixed and agreed upon with the manager.

*","- Telework arrangements are established through a voluntary request by the employee, followed by manager and Direction des Ressources Humaines approval.
- The manager is responsible for ensuring the telework does not hinder the team's functioning and that the employee has the necessary tools and resources.

*","- The document does not mention any specific coverage of costs associated with telework.

*","- The document does not explicitly address the right to disconnect or privacy of the worker. However, it does emphasize the importance of respecting confidentiality and discrétion professionnelle.

The document does not mention specific details regarding the right to disconnect or privacy of the worker. However, it does emphasize the importance of respecting confidentiality and discrétion professionnelle.",T07520023232-33058975500108
393,"All permanent and fixed-term contract employees with a minimum of 6 months' tenure on their current position, working full-time or part-time (at least 80%) are eligible. Excluded are apprentices, alternants, and non-salaried collaborators. Eligibility is determined by the nature of the job and the entitlement of the entire entity or pôle to telework (Article 2-1, 2-2).
- *","Employees have 20 days per year for telework, which must be taken as full days and cannot be used on Thursdays or more than two days per week. Days cannot be taken consecutively to a day off or RTT, and certain periods are excluded (Article 3-2).
- *","Telework is based on mutual consent and requires a written agreement. A 2-day notice is required for scheduling, except in cases of force majeure or exceptional circumstances. The manager must ensure that telework does not disrupt the service or violate any rules (Article 3-1, 3-3).
- *","The company provides an indemnity of 10 euros per telework day to cover internet, heating, and telephone expenses. A one-time 200 euro reimbursement is available for first-time teleworkers to cover installation costs (Article 7-1, 7-2).
- *","The right to disconnect and data protection are respected. Teleworkers must maintain confidentiality and avoid printing professional documents at home. The company provides a token for secure access and a transfer of the professional phone line to the personal line (Article 5-2, 8).

The document does not mention any specific provisions for the right to disconnect or privacy beyond the general obligations of confidentiality and data protection.",T07519016221-32612778400048
394,"- Telework is open to all employees who are cadres or non-cadres, have at least 3 months of consecutive seniority, have a permanent or fixed-term contract, work at least 80% of a full-time position, and have a compatible job.
- Excluded are interns, employees with medical recommendations for telework, and those with jobs requiring physical presence or daily use of specific equipment or documents.
- The document does not mention specific criteria for tenure or employment type.

*","- Eligible employees have the right to one day of telework per week, with the possibility of up to 8 days per month with manager approval.
- Days are not cumulative or transferable between weeks or months.
- The document does not mention minimum requirements for employee presence in the office.

*","- Telework arrangements are established through a voluntary request by the employee, with a 10-day notice period.
- The manager has 8 days to respond, with a possible extension to 15 days for complex cases.
- The manager can refuse telework based on the employee's ineligibility, technical impossibilities, or temporary inability to work on-site.

*","- The document does not mention coverage of costs associated with telework, such as IT setup or meal allowance.

*","- The document does not explicitly mention the right to disconnect or privacy provisions for teleworkers.
- The document does mention the importance of maintaining a balance between professional and personal life for teleworkers.

The document does not mention specific criteria for tenure or employment type.",T06921014741-30230406800133
395,"Telework is open to full-time, indefinite-term contract employees who have completed their probationary period. Excluded positions include those on fixed-term contracts, apprentices, interns, and employees with functions requiring physical presence, client interaction, or frequent absence. Autonomy and good knowledge of the company's operations are essential for eligibility. (Article 2)
- F","Telework is limited to one day per week, on either Tuesday or Thursday. Days are agreed upon between the employee and manager, and can be modified with reasonable notice. (Article 4.3)
- A","Employees must submit a written request for telework, which will be granted or denied in writing. Acceptance is valid only for the employee's current position. (Article 4.1 and 4.2)
- C","The company provides necessary equipment for telework, including laptops, VPN access, and telephony. Employees are responsible for internet access and maintaining the equipment. (Article 6.2)
- P","The right to disconnect is recognized, and employees are not required to work outside their regular hours. (Article 3)

The document does not mention specific provisions for the right to disconnect and privacy.",T03722003290-53793439000023
396,"Employees with a CDI, temps plein or at least 80% temps partiel, with at least 6 months of tenure in the company are eligible for telework (Article 5).
- F","Telework is possible once a week, on a fixed day, except for mercredi. A second day per week is possible for employees with a commute over 50km or for women in their 6th month of pregnancy (Article 4).
- A","Telework arrangements are established through a written request by the employee and an agreement by the employer. The employer can refuse based on organizational or functional reasons (Article 6).
- C","The company provides an Ordinateur portable, VPN access, and a phone solution. The employee is responsible for internet access. No additional equipment is provided for occasional or short-term telework (Article 11).
- P","The right to disconnect is respected, and teleworkers have the same rights as other employees. The document does not mention specific privacy provisions (Article 15).",T01320009511-43389978800072
397,"- Eligible workers are CDI or CDD employees with at least 6 months tenure, working full or part-time, excluding alternants and commercial representatives (Article 2.2).

*","- Telework is allowed up to 8 days per month (10 in a 5-week month), with at least 2 days of physical presence required per week (Article 2.4).

*","- Telework arrangements are established through a written request to the manager, who will respond within a month (Article 2.5).

*","- The company provides a one-time installation aid of 50€ for home office setup. No other reimbursements are mentioned (Article 2.7).

*","- The document does not explicitly mention the right to disconnect or privacy provisions. However, it encourages maintaining a work-life balance and respecting rest periods (Article 6.1).

Please note that the document does not explicitly mention the right to disconnect or privacy provisions. However, it encourages maintaining a work-life balance and respecting rest periods (Article 6.1).",T00322001913-70980567500028
398,"- Eligible workers are those with at least 80% of a full-time contract, who have completed their probationary period and have the necessary autonomy to organize and pilot their activities outside the establishment.
- Excluded are apprentices, interns, and employees in production roles with fixed hours or requiring specific equipment.
- The document does not mention specific criteria for tenure, employment type, or job characteristics.

*","- Telework is allowed for a maximum of 1 day per week, with a minimum of 3 days in the office.
- The TOD (Travail Occasionnel à Distance) is allowed for up to 3 days per month, with a maximum of 1 day per week.

*","- Telework arrangements are established through a formal agreement, with a minimum of 2 days' notice required for TOD.
- The manager has discretion over the allowability of telework, and the document does not mention a specific process for establishing arrangements.

*","- The document does not mention coverage of costs associated with telework, such as IT setup or meal allowance.

*","- The document does not mention provisions for the right to disconnect or the privacy of the worker.

Note: The document does not mention specific details regarding the TOD, and the information provided is based on the general context of the text.",T02721002610-56203306800114
399,"All employees with a permanent contract, who have been with the company for at least six months, and whose job functions can be performed remotely are eligible for telework. Excluded are employees in production, maintenance, and management roles, as well as those working part-time below 50% and those residing outside of France. Eligibility is based on the employee's autonomy and expertise. (Article 3)
- *","Telework is allowed for a maximum of two days per week, with at least one day in the office. The days are fixed, but employees can request changes with one month's notice. (Article 10)
- *","Employees must submit a written request to their manager, who has discretion to approve or deny it. The manager must consider the employee's autonomy, the impact on the team, and the company's needs. (Article 4.1)
- *","The company provides a monthly allowance of 10 euros per day of telework (up to 50 euros for five days). This allowance is exempt from social contributions. (Article 12)
- *","The company respects the right to disconnect and the privacy of teleworkers. Employees are not required to work beyond their regular hours and must not use personal devices for work purposes. (Article 9)

The document does not mention specific provisions for the right to disconnect and the privacy of the worker.",T06921018377-44935422400320
400,"Employees with an expired probationary period and at least 3 months of seniority in their function are eligible for telework. The position must be able to be partially and regularly performed at a distance using IT tools (Article 3).
- F","Telework is possible for 1 day per week for full-time employees (0.80 ETP to 1 ETP) and 1 half-day per week for part-time employees (0.50 to less than 0.80 ETP) (Article 4).
- A","Telework arrangements are established through a voluntary request by the employee to the manager, who will confirm receipt and respond with availability. The employee must confirm their hours daily on the in-house platform (Article 5).
- C","The document does not mention any coverage of costs associated with telework.
- P","The document does not explicitly mention provisions for the right to disconnect or privacy of the worker. However, it does emphasize the importance of respecting legal and conventionally applicable rules and processes for teleworkers (Article 6).",T05722006708-78341433700189
401,"Eligible employees are those with a minimum of 12 months tenure, working full-time or at least 80% part-time. The employee's post must allow for telework, and they must not have an expired probationary period. Telework is limited to one day per week for full-time or 80% part-time employees (Article 3).

- *","Telework is allowed one day per week, subject to the manager's approval and the condition that at least 50% of the team is physically present in the office (Article 3).

- *","Telework arrangements are established through a written request to the immediate supervisor, who has one month to accept or refuse. Acceptance results in an amendment to the employment contract (Article 4).

- *","The document does not mention any coverage of costs associated with telework.

- *","The document does not explicitly address the right to disconnect or privacy provisions for teleworkers. However, it does emphasize the importance of respecting the charter informatique de l'entreprise and the protection of data (Article 11).

Confidence: 90%",T03022004137-30718119800028
402,"- Eligible workers are those with a Cadre or ETAM contract, with at least 6 months tenure in the company and their post. This includes CDI and CDD of more than 6 months (no tenure required for those with previous Groupe ROSSIGNOL experience).
- The document does not mention any other specific criteria such as job characteristics or employment type.

*","- Telework is allowed up to two days per week, with a fixed day required for in-person attendance.
- The document does not mention minimum requirements for employee presence in the office.

*","- Telework arrangements are established through an initiative by the employee, requiring manager and HR approval.
- The document does not mention specific procedures for establishing telework arrangements.

*","- The document does not mention coverage of costs associated with telework, such as IT setup or meal allowance.

*","- The document does not explicitly mention the right to disconnect or privacy provisions for teleworkers.

Sources: Article 2, Article 3, Article 4, Article 5, Article 6, Article 7, Article 8, Article 9, Article 10, Article 11, Article 12, Article 13, Article 14.",T03821009096-05650295800095
403,"- All employees are eligible for telework, except those whose activities cannot be performed outside the employer's premises (Article 2).
- The employee's post must be compatible with telework, and the employee must demonstrate the necessary skills and autonomy (Article 3.2.4).

F","- The employee must be present at the workplace for a minimum of two days per week.
- The number of telework days is limited to one, two, or three days per week, depending on the employee's role and the employer's needs (Article 5.1).

A","- Telework arrangements are established through a voluntary agreement between the employee and the employer.
- The employee must submit a written request to the Director, who will respond within 30 days (Article 3.1).

C","- The employer covers the cost of the diagnostic of conformity of the employee's electrical installation and the surcharge of the home insurance policy.
- An indemnity for internet, electricity, water, and heating costs is provided (Article 5.5).

P","- The employee has the right to disconnect and is not required to respond to work-related messages outside of their regular working hours.
- The employer cannot contact the employee outside of the agreed-upon working hours (Article 5.3).

Note: The document does not explicitly mention the right to privacy or the right to disconnect. The above points are inferred from the general context and the provisions related to the employee's rights and working hours.",T05222001519-77561322700047
404,"- Full-time or part-time (80% minimum) employees with a permanent contract
- At least one year of tenure and six months in the current role
- Demonstrated autonomy and professional skills
- Job suitable for remote work
- Compliance with technical requirements for telework (high-speed internet, suitable workspace, etc.)

2. F","- Up to two days per week, with a minimum of three days on-site
- Three days per week for women in late pregnancy, employees over 55, and those with long commutes
- Occasional telework available for all employees

3. A","- Voluntary for both employee and employer
- Employer approval required for telework arrangements
- Directors have discretion to approve or deny telework requests

4. C","- The document does not mention any specific coverage of costs associated with telework.

5. P","- The document does not mention provisions for the right to disconnect or privacy of the worker.

Note: The document does not explicitly mention the right to disconnect or privacy provisions for teleworkers. It is essential to address these concerns in the telework policy to ensure the well-being and work-life balance of employees.",T03321006670-78201926900235
405,"Employees eligible for telework include those with at least six months of tenure, excluding interns, apprentices, and those with less than six months in their current role. Eligible positions are determined by department heads, and employees must have a high-speed internet connection at home and be equipped with a Louvre Hotels Group laptop, VPN, Office 365, and Skype for Business. (Article 2)

- *","Eligible employees can telework two days per month, non-cumulative or reportable, on Tuesdays and Thursdays, with some exceptions. (Article 4)

- *","Telework arrangements are established through an agreement between the employee and manager, subject to departmental approval. The agreement is valid for one year and can be renewed. (Articles 3 and 4)

- *","The document does not mention coverage of costs associated with telework.

- *","The document does not explicitly address the right to disconnect or privacy provisions for teleworkers. However, it emphasizes the importance of maintaining communication and availability during working hours. (Article 5)",T09219014497-30907194200127
406,"- Title: ""Eligibility""
- Eligible workers include full-time and part-time employees, with at least 6 months of seniority in the company, working in the network of the Rhône-Alpes Bank. Excluded are workers with incompatible functions, such as those requiring physical presence, specific tools, or daily handling of non-digitalized documents. (Article II)

F","- Title: ""Frequency""
- Regular telework is allowed for half or full days per week, depending on the size and type of the agency. The telework schedule is defined in the table in Article V.

A","- Title: ""Arrangements""
- Telework arrangements are established through a written request to the hierarchy, with the DRH in copy. The request should include the desired telework modalities. The DRH will validate or deny the request within 2 months. (Article III)

C","- Title: ""Costs""
- The document does not mention coverage of costs associated with telework.

P","- Title: ""Privacy""
- The document does not mention provisions for the right to disconnect or the privacy of the worker.

Note: The document does not mention specific details about the right to disconnect or privacy provisions for teleworkers. It is essential to address these concerns to ensure a healthy work-life balance and protect the privacy of teleworkers.",T06922019547-05750227000853
407,"Eligible workers for telework include those in permanent or fixed-term contracts with at least one year of tenure, excluding apprentices, interns, and professional training contract holders. The employee's post must be compatible with telework and they must have the ability to work independently and manage their own schedule.
- *","Telework is allowed up to two days per week, with a minimum of three days in the office. The employee must be present in the office for at least three days per week, regardless of their part-time status.
- *","Telework arrangements are established through an annual call for applications. The employee must submit a written request to the Human Resources Department and their manager. The manager will assess the employee's ability to work independently and manage their own schedule.
- *","The company covers the cost of high-speed internet access and provides an indemnity of €10 per day for one day of telework or €20 per day for two days of telework. The indemnity is paid for 11 months and is suspended during the employee's absence.
- *","The company guarantees the respect of the employee's private life during telework. The employee is only reachable during their telework hours, and the company provides training and sensitization to employees and managers regarding telework. The document does not mention the right to disconnect.

The document does not mention the right to disconnect.",T09419001644-31080225100028
408,"All employees of Shimano France, SASU, who have been with the company for at least three months and work at least 20 hours per week are eligible for telework (Article 1.1).
- *","Telework is allowed for a maximum of three days per week, with a minimum of one day in the office (Article 1.2).
- *","Telework arrangements are established through a formal agreement between the employee and the company, with the manager having discretion over the allowability of telework (Article 1.3).
- *","The document does not mention coverage of costs associated with telework.
- *","The document does not mention provisions for the right to disconnect or the privacy of the worker.

Note: The document provided is an agreement between Shimano France and the SCID union regarding the indemnification of telework-related costs. It does not explicitly address eligibility, frequency, arrangements, costs, or privacy related to telework itself. The above points are based on general information from the document and may not fully address the requested categories.",T06221005451-58192101200042
409,"Eligible employees are those with a permanent contract, at least six months of tenure in their current position, and not in apprenticeship or internship roles. The employee's function must be compatible with telework, and they must have the necessary autonomy to perform tasks independently. (Article 1)
- *","Regular telework is limited to one day per week for certain functions and two days per month for others. (Article 2)
- *","Telework arrangements are established through a written request by the employee and manager's agreement. The manager has discretion over the allowability of telework. (Article 3)
- *","The company provides necessary equipment for telework, and an indemnity of 8 euros per month is provided for certain telework-related expenses. (Article 5.5)
- *","The document does not explicitly mention the right to disconnect or privacy provisions for teleworkers. However, it does emphasize the importance of maintaining work-life balance and respecting legal and contractual working hours. (Article 1)

Note: The document does not mention the topic of the right to disconnect or specific privacy provisions for teleworkers.",T03321007574-53525892500051
410,"Eligible workers are those with a sufficiently dematerialized job that doesn't require daily on-site presence, compatible with the team and company's needs, autonomous and responsible, with necessary IT skills and a suitable home environment. The employee must not handle sensitive data and must have a dedicated workspace with adequate internet connection.
- *","Eligible full-time employees can telework 1-2 days per week, while part-time employees (80-100%) can telework 1 day per week. Telework can be regular, occasional, or in case of emergencies.
- *","Telework arrangements are established through a mutual agreement between the employee and manager, using a provided form. A 2-month adaptation period is granted for both parties to assess the arrangement.
- *","The company provides an indemnity of €15 or €30 per month for regular teleworkers, depending on the number of days. The indemnity is not paid for occasional telework or during absences.
- *","The right to disconnect and privacy are respected, with teleworkers expected to be available during regular work hours and maintain confidentiality. The company cannot monitor teleworkers at home but expects compliance with safety and hygiene rules.

The document does not mention specific provisions for the right to disconnect and privacy beyond the general expectations for confidentiality and availability during work hours.",T05721005480-49288848200022
411,"The telework policy applies to all companies within the Unité Economique et Sociale (UES) XXXXXX. Eligible workers are those with a minimum of 6 months tenure, not in a CDD, apprenticeship, professional contract, or internship. They must have a full-time or part-time contract of at least 80% and a high-speed internet connection at home. Excluded are those with less than 6 months tenure, CDD, apprentices, professional contractors, and interns. (Article 2.2)

2. F","Telework is allowed 1 day per week for part-time workers and 2 days per week for full-time workers. Days are divided into half or full days. (Article 1.2)

3. A","Telework arrangements are established through a voluntary request by the employee to their manager, who must assess the feasibility and the employee's autonomy. The director must approve the request. (Article 2.3)

4. C","The company provides the necessary equipment and covers maintenance costs. The employee is responsible for internet and electricity costs. (Article 6)

5. P","The right to disconnect is guaranteed, with specific hours for availability. The employee's home address is not shared with colleagues. (Article 4.3)

The document does not mention a specific topic in the categories of frequency and costs.",T03319002316-79999209400026
412,"Workers eligible for telework include salaried, non-itinerant employees with a CDI or CDD at 60% or more, who have autonomy in their tasks and are not required to use specific software or handle sensitive documents daily. They must have a stable internet connection and a suitable workspace at home. The document does not mention specific tenure or job characteristics.
- *","Telework is allowed up to 5 days per week, depending on the employee's preference and manager's approval. The employee must work full days and follow the company's standard working hours.
- *","Employees can request telework by submitting a form and required documents to their manager. The manager will review the request and respond within 15 days. The employee must provide an attestation of home insurance and a declaration of electrical conformity.
- *","The company contributes up to 250 euros for telework setup, including office equipment and ergonomic assessments. The employee is responsible for other costs, such as internet and electricity.
- *","The document does not explicitly address the right to disconnect or privacy provisions. However, it encourages managers to ensure teleworkers are not isolated and to maintain regular contact.

Confidence: 90%",T09220020958-79018278600950
413,"Eligible workers include CGL employees with a validated probation period, CDD employees with at least 4 months tenure, CTT employees with at least 4 months tenure, apprentices/professionalization contract employees with at least 6 months tenure, and internal mobility candidates. Excluded are interns, external consultants, and employees with less than 4 months tenure (except for internal mobility candidates). (Article 3.1)
- *","Two days per week maximum, with a minimum of three days of physical presence for all employees. (Article 4.1)
- *","Employees must submit a written request to their manager, who has 8 days to accept or refuse. The manager must provide written justification for refusal. (Article 4.2)
- *","The document does not mention cost coverage for telework arrangements.
- *","The document does not mention provisions for the right to disconnect or privacy for teleworkers.

Note: The document does not explicitly address all categories, and some sections are not applicable to telework. The response is based on the provided document and relevant sections.",T59L21014311-30323618600027
414,"- Eligible workers are those with a CDI or CDD, autonomous in their tasks, with at least 6 months of tenure and 6 months on the post, and with a job that is at least 80% of a full-time position.
- The document does not mention specific criteria for tenure, employment type, or job characteristics.

*","- Telework is allowed 1 day per week for certain positions and 2 days per week for others.
- The document does not mention minimum requirements for the employee's presence in the office.

*","- Telework arrangements are established through a formal process involving the employee, manager, and HR.
- The manager has discretion over the allowability of telework.

*","- The document does not mention coverage of costs associated with telework, such as IT setup and meal allowance.

*","- The document mentions provisions for the right to disconnect and the privacy of the worker, but does not provide specific details.
- The document does not mention the privacy of the worker in terms of data protection and confidentiality.

Note: The document does not mention specific criteria for eligibility, such as tenure, employment type, or job characteristics. It also does not mention specific details for the right to disconnect and the privacy of the worker.",T01321012434-06080477000075
415,"- Eligible workers are those with a full-time or at least 80% part-time contract, who have completed their trial period and have at least 8 months of tenure in their current position.
- The employee's post must not require physical presence and must allow for autonomy and regular remote work.
- The employee must have a suitable home environment and necessary equipment for telework.

*","- Telework is allowed 1 day per week for fixed telework and up to 1 day per week for flexible telework.
- The day of the week is agreed upon between the employee and the manager.

*","- Telework arrangements are established through a formal request process and require manager and HR approval.
- A 2-month adaptation period is provided for both the employee and the manager to assess the suitability of telework.

*","- The document does not mention any specific coverage of costs associated with telework.

*","- The document does not explicitly mention provisions for the right to disconnect or privacy. However, it does emphasize the importance of maintaining a work-life balance and ensuring that telework does not increase the employee's overall workload.

Confidence and trust are key components of the telework agreement, with the understanding that the employee will maintain productivity and meet performance expectations. Regular communication and collaboration between the employee and manager are encouraged to ensure the success of the telework arrangement.",T03321008963-47320340400073
416,"All employees with functions that can be partially performed at a distance are eligible for telework, provided they meet the necessary conditions such as not disrupting the team or requiring close management. Excluded are those with jobs requiring on-site presence and specific equipment (Article 1.2).
- F","Telework is allowed up to two days per week for telework occasionnel, and full-time for telework on demand of the employer and for convenience personal. Exceptions may apply during exceptional circumstances (Article 5, 6, and 10).
- A","Telework arrangements are established through a formalized agreement between the employee and the manager. The employee must submit a request at least two days in advance, and the manager has the right to accept or reject the request based on the company's interests (Article 4.2).
- C","The company covers the costs of internet connection and provides a monthly indemnity of 47 € for telework on demand of the employer. Employees are responsible for their own workspace setup (Article 6.3 and 6.4).
- P","The right to disconnect is recognized, with specific plage horaires for contactability. The document does not explicitly mention privacy provisions (Article 4.3).

Note: The document does not mention specifics on the right to disconnect or privacy provisions.",T09221025084-34884891200146
417,"All seditary employees of MSD Vaccins, working at the headquarters, without any condition of seniority are eligible for telework (Article 2). Exclusions include trainees, employees in probation period, and employees with specific roles requiring physical presence (Article 2.1).
2. F","Employees can choose to telework one or two days per week, with a minimum of three days of physical presence required at the headquarters (Article 3.1).
3. A","Telework arrangements are established through an exchange between the employee and the manager, with the manager's approval required (Article 4.1).
4. C","MSD Vaccins provides an indemnity of 10 euros for one day of telework per week or 20 euros for two or more days per week. Additionally, an indemnity for home office equipment is provided (Article 5.3).
5. P","The right to disconnect is recognized, and employees are encouraged to maintain a balance between work and personal life (Article 6.2).

The document does not mention specific provisions for the right to disconnect and privacy of the worker.",T06921016101-39203293400045
418,"The telework policy applies to all employees of Transdev Grand Est – Territoire Meurthe et Moselle Vosges, regardless of their employment type or job characteristics. However, the policy is implemented on an exceptional basis due to specific circumstances (such as pollution episodes, public transportation strikes, or health crises). The policy does not mention any specific criteria for eligibility.

2. F","The frequency of telework is not explicitly stated in the document. It is an exceptional measure implemented during specific circumstances and can last up to 100% of the working time for affected employees.

3. A","Telework arrangements are established at the manager's initiative without requiring any formalities. The manager and employee fix a planning of telework days, which can be revised with a one-day notice.

4. C","The document does not mention any specific coverage of costs associated with telework, such as IT setup or meal allowance.

5. P","The policy does not explicitly address the right to disconnect or the privacy of the worker. However, it does mention that the telework is subject to the same rules as in-person work, including the obligation to respect the plage horaire and the prohibition of working more than six hours without a 20-minute break.

Note: The document does not mention specific topics such as the right to disconnect or the coverage of costs associated with telework.",T08821002311-49249735900090
419,"Eligible workers are cadres/non-cadres with a CDI, working full-time or part-time (at least 80% of a full-time position), having at least 6 months of tenure, able to work autonomously outside the company's premises, and part of a service that can accommodate telework. Excluded are those with specific technical and material constraints, commercial itinerants, and Team Expert. The document does not mention apprentices, contrat de professionnalisation, or stage workers (Article 2).

- *","Telework is allowed for a maximum of one day per week, on a fixed day, and subject to the needs of the service and the quality of work (Article 9).

- *","Telework arrangements are established through a formal agreement between the employee and the company, with a 15-day response period for the company. The employee must meet specific criteria, including having a suitable workspace at home (Article 6).

- *","The company provides an IT setup, but the document does not mention any other cost coverage, such as meal allowance (Article 5).

- *","The document does not explicitly address the right to disconnect or privacy provisions for teleworkers. However, it does mention that the teleworker must consult their email and respond to company solicitations during working hours (Article 14).",T06720005949-52953020600026
420,"**
- Eligible workers are those in CDD or CDI contracts, working full or part-time for at least 6 months, and occupying their post for at least 3 months.
- The employee's post must allow for autonomous work, not require constant managerial supervision, and be compatible with telework.
- The employee's home or chosen location must meet specific requirements, such as a suitable workspace, high-speed internet, and compliance with safety regulations.
- Excluded are employees in formation en alternance and stagiaires.

*","**
- Telework is performed by principle on days or hours agreed upon by the employee and manager.
- Regular telework is defined as a fixed number of days per week, while occasional telework is allowed for specific situations.

*","**
- Telework arrangements are established through a mutual agreement between the employee and manager.
- The employee must submit a written and motivated request to their manager, who will then assess the request and organize an interview with the employee.
- The Direction will respond to the request within 10 days, either approving or denying it with a written justification.

*","**
- The document does not mention specific coverage of costs associated with telework.

*","**
- The document does not mention provisions for the right to disconnect or the privacy of the worker.

Note: The document does not explicitly address all the requested categories, and some sections may not be fully covered.",T03121008778-08612023500113
421,"- Eligible workers are cadres and non-cadres of the UES Métiers de Base, including UNEAL, ADVITAM PERFORMANCE, PROSTOCK, GIE de Fins, URAP, Comité d'Entreprise, and UNSAs 2A.
- Employees must be past their probationary period, have an autonomous role, and demonstrate adequate IT skills.
- The document does not mention specific criteria such as tenure, employment type, or job characteristics.

F","- Telework is allowed for 8 days per month, non-cumulative and non-transferable.
- Days are taken per day or half-day, and cannot be combined with days off or RTT.
- The company may limit telework to certain days or periods, and handicapped employees have priority in telework a",".

Arrangements:
- Telework is based on mutual trust and requires a good understanding of the company's operations and relationships.
- The employee's autonomy and mastery of their post are essential for telework eligibility.
- The employee must have a dedicated workspace at home with necessary connections and electricity.
- The document does not mention the process for establishing telework arrangements.

C","- The company provides an ordinateur portable for telework, but does not supply an imprimante or second écran.
- The employee is responsible for their internet connection and must have an assurance multirisque habitation.
- The employee must sign an attestation on the honor of conformity for their electrical installation.

P","- The document does not mention provisions for the right to disconnect or privacy of the worker.
- The employee must respect all security and confidentiality rules, and report any accidents or incidents.
- The employee is subject to the same rights and duties as on-site employees.
- The document does not mention the duration of the telework agreement or its renewal.
- The agreement is subject to revision and will be reviewed in the context of annual negotiations.
- The agreement is applicable to all eligible employees and will be communicated to each organization.
- The agreement is effective upon signing and will be deposited with the relevant authorities.
- The document does not mention any specific provisions for telework during the COVID",T06222007980-38511023401211
422,"The telework policy applies to all indefinite-term contract employees. However, it excludes apprentices, professionalization contract holders, and trainees. Eligibility is subject to the nature of the work, the employee's ability to work regularly from home, and the service's organizational needs. The company's IT, Ordonnancement/Planning, Quality, R&D, Contrôle de Gestion, and Ressources Humaines departments are eligible for telework.

2. F","Telework is limited to one day per week, with the possibility of two days per month for part-time employees. The day of telework is planned by the manager and must respect the service's organization and the principle of equity.

3. A","Telework arrangements are established through a dialogue between the manager and the team. The employee must submit a written request to the Human Resources department and the manager. The manager will respond within 15 days.

4. C","The company covers the costs of IT setup and maintenance. Employees are responsible for their internet, electricity, and insurance costs.

5. P","The company respects the employee's right to disconnect and privacy. The telework policy does not include specific provisions for the right to disconnect or privacy.

The document does not mention the right to disconnect or privacy provisions.",T02922007537-81740791900023
423,"Eligible workers are those in permanent contracts who have completed their probationary period, working full-time or at least 80% of full-time. This includes part-time employees and those under the Transition Activité Retraite (TAR) agreement. Women on maternity leave and disabled employees may also be eligible (Article 2).
- *","Telework is possible one day per week or four days per month, depending on the chosen formula. The day(s) can be fixed or flexible, and must be agreed upon with the manager (Article 4-1).
- *","Telework arrangements are established through a double-voluntary process, with the employee and manager both needing to agree. The employee must submit a request via Pleiades, and the manager must validate it. An avenant de télétravail is then created (Article 3).
- *","The company provides IT setup and support, but employees are responsible for their own internet and electricity costs. The company does not cover meal allowances (Article 7).
- *","The right to disconnect is recognized, and the company encourages employees to avoid working beyond their regular hours. The company does not use any control or surveillance tools for telework (Article 9).

The document does not mention specific provisions for the right to disconnect and privacy beyond the general statements above.",T09220017029-35353450600053
